Program,Project Number,Project Title,Project Description,Area Primary,Area Secondary,Discipline Primary,Discipline Secondary,Round,Approval Date,Lead Research Institution,City,Ontario Commitment,Total Project Costs,Keyword,EXPENDITURE_TYPE,Salutation,First_Name,Middle_Name,Last_Name,OIA_AREA
Ontario Research Fund - Research Infrastructure,RI-34683,Innovation in Structured Light,"This research program will be aimed at the design and fabrication of novel optical and plasmonic devices suitable for “structuring” single photons and optical beams, and their applications to quantum computation, quantum information and secure quantum communication.",7.9,2.5,12300,10800,Small Infrastructure Fund - Round 035 - 2015 - October,5-May-16,University of Ottawa,Ottawa,"$187,352","$843,084",,Capital,Dr.,Ebrahim,,Karimi,Pharmaceutical research and manufacturing
Ontario Research Fund - Research Infrastructure,RI-35310,Elucidating the Role of Macrophages in Cardiovascular Disease,"This innovative research program will elucidate the role of macrophages in cardiovascular diseases, including atherosclerosis, myocardial infarction and viral myocarditis. Its findings will contribute to the development of new diagnostic, prognostic and treatment strategies for these diseases.",4.1,4.9,14500,41200,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University Health Network,Toronto,"$402,489","$1,811,202",,Capital,Dr.,Clinton,S,Robbins,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35378,"Innovative Dental Restorative System with Enhanced Biostability, Antidegradative and Antimicrobial Properties","Recurrent tooth decay around resin composites is a major reason for dental restoration failure, which costs Canadians $3 billion per year. The project will establish strategies to develop materials that are resistant against degradation and bacteria in order to increase the longevity of dental restorations.",4.3,4.9,41500,11100,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Toronto,Toronto,"$240,000","$1,080,000",,Capital,Dr.,Yoav,,Finer,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35299,Digital Storytelling and Mobile Media Lab,This proposed Digital Storytelling and Multi-Media Lab will support the integration of innovative digital and new media in health and human rights research based at the University of Toronto. Digital storytelling will be used as a tool in HIV and sexually transmitted infections (STI) prevention strategies.,4.9,8.8,22700,42600,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Toronto,Toronto,"$200,000","$900,000",,Capital,Dr.,Carmen,,Logie,Pharmaceutical research and manufacturing
Ontario Research Fund - Research Infrastructure,RI-35313,The Design and Fabrication of Performance-driven Architecture: Non-standard Surfaces for Customised Acoustic Quality,"Innovative architectural research into the development and testing of novel surfaces for acoustic performance will benefit the design of indoors spaces such as classrooms, meeting rooms, and open concept offices, thus improving Ontarians’ health, built environment, and learning potential.",2.2,3.6,18000,10100,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Toronto,Toronto,"$115,000","$594,017",,Capital,Dr.,Brady,,Peters,Not Applicable
Ontario Research Fund - Research Infrastructure,RI-35314,Integrative Systems Biology Investigation of Chronic Respiratory Diseases,"The primary objective of my research program is to identify novel biological networks regulating drug response and susceptibility to diseases such as those affecting the airways. My team will integrate environmental exposures with biological information spanning genomics, transcriptomics, proteomics and metabolomics from human populations to uncover complex relationships among genes and characterise their interactions with environmental mediators. My translational research program will improve patient care through better prevention, diagnosis, and treatment of chronic diseases as well as train highly-qualified personnel in high-throughput computational biology at Queen’s University.",4.1,4.3,14400,41300,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,Queen's University,Kingston,"$150,000","$675,072",,Capital,Dr.,Qingling,,Duan,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,RI-35329,Preventing Falls in Vulnerable Populations,"The research programs aim to prevent fall-related injuries in vulnerable populations by developing a new rehabilitation program to improve walking balance in people with spinal cord injury and by modifying the design of challenging environments (ie, stairs and inclined ramps) to prevent falls in older adults.",4.2,4.9,42800,42200,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University Health Network,Toronto,"$166,199","$748,684",,Capital,Dr.,Kristin,,Musselman,Not Applicable
Ontario Research Fund - Research Infrastructure,RI-35330,"The C. elegans motor system: A Development, Operation and Disease Model","The objective is to gain a comprehensive understanding on how an animal’s motor behavior is encoded at the cellular, molecular and physiological level. We will achieve the goal by structure of the C. elegans nervous system via high-throughput electron microscopy and optogenetics. Its motor circuit output has been successfully used to model neurological disorders.",4.3,4.9,14700,42300,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,Mount Sinai Hospital,Toronto,"$393,872","$1,777,050",,Capital,Dr.,Mei,,Zhen,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35312,In vivo Fluorescence Miscroscopic Analysis of the Developmental Evolution of the Amphibian Skull,"The objective of the current proposal is to create an innovative facility to gather novel data pertaining to the development and evolution of the skull, using cutting-edge in vivo fluorescence technology.",10,N/A,13300,14700,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,Carleton University,Ottawa,"$109,562","$499,324",,Capital,Dr.,Hillary,,Maddin,Not Applicable
Ontario Research Fund - Research Infrastructure,RI-35341,Laboratory of Quantitative Global Change Ecology,"The proposed interdisciplinary Laboratory of Quantitative Global Change Ecology combines theoretical, computational, experimental, and field-based approaches to document, understand, and forecast ecological and epidemiological impacts of climate change and land-use change.",3.7,4.9,14100,15200,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Toronto,Toronto,"$100,000","$451,057",,Capital,Dr.,Peter,,Molnar,Not Applicable
Ontario Research Fund - Research Infrastructure,RI-35343,Specialized Tools for In-situ and Online Analysis of Volatile Organic Compounds Relevant to Environmental Systems,"The objective of the project is to investigate the surface chemistry of atmospheric aerosols and their contribution to climate change, and newly synthesized nanomaterials and their role in remediating indoor pollution and wastewater treatment.",3.1,3.5,13800,12800,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,Wilfrid Laurier University,Waterloo,"$54,933","$247,199",,Capital,Dr.,Hind,A.,Al-Abadleh,Not Applicable
Ontario Research Fund - Research Infrastructure,RI-35387,Facilities for Development of Multifunctional Miniature Devices,"This project will establish the Facilities for Development of Multifunctional Miniature Devices for developing novel manufacturing and characterization technologies aimed at creating unconventional miniature devices for applications in bio-sensing, biomedical diagnosis, and new materials.",7.2,4.3,11200,11000,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,York University,Toronto,"$105,000","$509,819",,Capital,Dr.,Pouya,,Rezai,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35364,Structure of GPCR membrane proteins,The applicant will contribute to the revolution in membrane protein structural biology by studying G-protein-coupled receptors in order to understand the receptors' inner workings and enable structure-based drug design.,4.1,4.3,14800,41000,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Toronto,Toronto,"$134,553","$658,150",,Capital,Dr.,Oliver,P.,Ernst,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35379,Green Methods for the Preparation of New Materials,"The research programs of Dawe and Maly focus on the design and synthesis of new materials with a wide range of potential applications, including gas storage and separation as well as catalysis of chemical reactions.",5.7,3.1,13100,13000,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,Wilfrid Laurier University,Waterloo,"$16,014","$72,061",,Capital,Dr.,Louise,,Dawe,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,RI-35297,Evolution and Diversity of the Synapse: Roles for Voltage-gated Calcium Channels and PDZ Mediated Protein Interactions,"I compare synaptic structure and physiology between highly divergent animals, with a focus on calcium channels that mediate pre-synaptic neurotransmitter release, and synaptic protein complexing. These studies are aimed at expanding our understanding of synaptic diversity and evolution.",4.1,N/A,14500,14100,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Toronto,Toronto,"$80,000","$361,553",,Capital,Dr.,Adriano,,Senatore,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,RI-35194,Maturation of Sensitive Circuits Underlying Early Life Stress,"Early life experiences crucially define cognition and mental health throughout life. To understand how early life experiences affect mental function, Dr. Arruda-Carvalho’s research examines how changes in functional connectivity within sensitive brain circuits underlie behaviour and sensitivity to stress.",4,4.3,42800,14900,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Toronto,Toronto,"$180,000","$847,042",,Capital,Dr.,Maithe,,Arruda-Carvalho,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,RI-35410,"Development of Advanced Nanostructured Graphene Materials for Clean
Energy Storage",Dr. Aiping Yu will establish a production and testing system to carry out her research on the advanced graphene materials for clean energy storage and utilization. This system will carry out state-of-the-art research on graphene materials and significantly improve the energy efficiency of the storage devices.,10,N/A,11100,99999,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Waterloo,Waterloo,"$50,000","$240,103",,Capital,Dr.,Aiping,,Yu,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,RI-35358,High-frame Rate and High-frequency Ultrasound in Pediatric Cardiovascular Disease,"Ultrafast, and high frequency ultrasound equipment are innovative techniques that can be used to visualize the pediatric heart. This equipment is essential to allow SickKids researchers to develop imaging tools that will provide important new insights into the mechanisms of pediatric heart disease, culminating in new therapeutic strategies and better outcomes for patients.",4.1,4.3,41200,42300,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,The Hospital for Sick Children,Toronto,"$680,000","$3,060,000",,Capital,,Luc,,Mertens,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35237,Targeting Wnt Signaling in Heart Disease,"This proposal aims to address the clinical problem of arrhythmogenic cardiac death, first through the elucidation of the novel role of Wnt signaling in the dysregulation of ion channel expression and abnormal rhythm (arrhythmia) of the diseased heart, and then to develop new therapeutic avenues.",4.1,4.9,41200,14500,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Ottawa,Ottawa,"$260,000","$1,130,734",,Capital,Dr.,Wenbin,,Liang,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-34943,A Versatile Multi-physics Device and Circuit Characterization and Testing Platform,"The proposed infrastructure provides essential characterizing and testing capabilities to achieve innovative design and comprehensive hardware solutions to overcome the challenges facing next generation communication and data storage technologies, paving the path to high performance, reliable, cost-effective Internet of Things applications.",7.6,2.5,11600,11800,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Waterloo,Waterloo,"$125,000","$688,591",,Capital,Dr.,Lan,,Wei,Pharmaceutical research and manufacturing
Ontario Research Fund - Research Infrastructure,RI-35097,Scaling the Cluster Computing Infrastructure for Scalable Big Data Management and Analysis,"People’s everyday economic and social activities have generated massive amounts of data, which has given rise to the “Big Data problem.” This research focuses on foundational issues in Big Data management and analysis using a large-scale, state-of-the-art cluster infrastructure.",7.6.3,7.1,11800,99999,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Waterloo,Waterloo,"$132,025","$655,415",,Capital,Dr.,Tamer,,Ozsu,Pharmaceutical research and manufacturing
Ontario Research Fund - Research Infrastructure,RI-35152,The Wearable Biomechatronics Laboratory,"Dr. Trejos is requesting essential items that will enable the development of nonintrusive, patient-centred, wearable mechatronic devices for rehabilitation. The items requested include a multimaterial 3D Printer, a lightweight, safe robotic system and renovations to the Wearable Biomechatronics Laboratory.",4.3,4.1,11000,11700,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,The University of Western Ontario,London,"$200,000","$900,000",,Capital,Dr.,Ana,Luisa,Trejos,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35159,"Vision: Two-photon Imaging System for Research in Retinal Development, Injury and Repair","This proposal will provide a state-of-the-art two-photon microscope to support the research of three vision scientists who aim to explore the mechanisms that influence retinal development, injury and repair, in order to develop new strategies for treating vision loss.",4,4.3,14500,14700,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University Health Network,Toronto,"$398,556","$1,890,107",,Capital,Dr.,Valerie,,Wallace,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35171,Imaging Progressive Cartilage Degeneration: Unravelling the Mechanisms Associated with Joint Damage in Osteoarthritis,This project will reveal the mechanisms underlying the development of osteoarthritis—the most common form of arthritis. The research will leverage experimental models of disease as well as a unique large-scale collection of precious human samples collected from knee and spine surgery patients.,4.1,4.9,41800,15200,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University Health Network,Toronto,"$197,852","$890,335",,Capital,Dr.,Mohit,,Kapoor,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35182,NSERC/UNENE Senior Industrial Research Chair in High Temperature Aqueous Chemistry,"The infrastructure will support a Senior NSERC Industrial Research Chair in High Temperature Aqueous Chemistry to provide research on the primary coolant chemistry, moderator chemistry, steam-generator chemistry and nuclear waste management of Ontario’s nuclear reactors.",5,5.3,12800,10900,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Guelph,Guelph,"$125,000","$652,931",,Capital,Dr.,Peter,,Tremaine,Not Applicable
Ontario Research Fund - Research Infrastructure,RI-35188,Neurobiology of Stress in Health and Disease,The requested infrastructure will enable us to map out the complex neural circuits that underlie the stress response and how they become dysregulated in stress-related disorders. This research could lead to the identification of novel targets for treating the core symptoms of stress-related disorders.,4.3,4.1,41000,40800,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,The University of Western Ontario,London,"$200,000","$903,390",,Capital,Dr.,Wataru,,Inoue,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35206,Novel in situ Remediation Technologies for Treatment of Contaminated Soil and Groundwater,The objective of this proposal is to acquire a key piece of instrumentation needed for research and technology development activities related to remediation of contaminated soil and groundwater.,3,N/A,10600,10900,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,Carleton University,Ottawa,"$56,000","$272,307",,Capital,Dr.,Anh,,Pham,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,RI-35203,An Advanced Precision Medicine Technology Centre: Molecular Profiling in Kidney Cancer,"There are very few molecular markers that are effective in the diagnosis and treatment of renal cell carcinoma (RCC). We propose to acquire innovative screening platforms to discover (and apply diagnostically) novel “biomarkers” in RCC, specifically those that identify small renal masses.",4.1,4.2,15200,41200,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,St. Michael's Hospital,Toronto,"$390,141","$1,760,307",,Capital,Dr.,George,M.,Yousef,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35293,Biomechanical Determinants of Occupational Performance,"Millions of Canadians push, pull and lift at work every day. Dr. Fischer's research program explores why we choose to move the way we do at work, helping us to design safer workplaces and ensure Canadians remain healthy at work.",4.4,4.3,10700,41800,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Waterloo,Waterloo,"$100,000","$487,641",,Capital,Dr.,Steven,,Fischer,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35261,Infrastructure for the Development and Application of Nickel Catalysts for Sustainable Chemistry,"The proposed infrastructure will enable the development of nickel-catalyzed transformations for the production of value-added materials, such as medicines, from renewable chemical feedstocks.",7.4.2,7.14,13100,13000,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Toronto,Toronto,"$319,543","$1,437,944",,Capital,Dr.,Sophie,,Rousseaux,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,RI-35269,Ultrafast Terahertz Spectroscopy of Quantum Phase Transitions,Cutting-edge optical tools based on a new type of laser system and a high-stability optical platform will be used to deepen our understanding of quantum interactions in solids and develop optical methods to control quantum states for future technologies.,7,7.6,12700,11100,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Ottawa,Ottawa,"$330,000","$1,602,381",,Capital,Dr.,Jean-Michel,,Menard,Pharmaceutical research and manufacturing
Ontario Research Fund - Research Infrastructure,RI-35273,Infrastructure for Physical Activity Assessment and Analysis Suite,The proposed research will develop new techniques to assess physical activity behaviour so as to examine the effectiveness of physical activity promotion programs. It will also help to explain the physical activity-to-health connection in healthy youth and those living with chronic disease.,4.2,4.9,40000,42300,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,McMaster University,Hamilton,"$80,000","$370,484",,Capital,Dr.,Brian,Weldon,Timmons,Not Applicable
Ontario Research Fund - Research Infrastructure,RI-35278,Constraining Canada’s Regional and Urban Carbon Cycle using Atmospheric Greenhouse Gas Measurements,"Through atmospheric measurements of greenhouse gases, this project will better constrain Canada’s greenhouse gas emissions and will determine the impacts a changing climate will have on ability of the Canadian Boreal forest to remove greenhouse gases from the atmosphere.",1.6,3.1,13300,13800,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Toronto,Toronto,"$280,000","$1,262,749",,Capital,Dr.,Debra,,Wunch,Not Applicable
Ontario Research Fund - Research Infrastructure,RI-35288,Targeting Mitochondrial Dysfunction in Leukemia,Dr. Steven Chan’s innovative research will shed light on differences between cancer and normal cells by deciphering the underlying mechanisms that lead to mitochondrial dysfunction and cancer pathogenesis. His findings will identify cancer-specific vulnerabilities that can be targeted to create new therapeutics.,4.1,4.9,40200,40700,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University Health Network,Toronto,"$199,623","$914,330",,Capital,Dr.,Steven,,Chan,Advanced health technologies
Ontario Research Fund - Research Infrastructure,RI-35290,Infrastructure for Translation of Radiolabeled Monoclonal Antibodies to First-in-Humans Clinical Trials,This project will establish the first-ever capability at the University of Toronto to prepare radiolabeled monoclonal antibodies (mAbs) under Good Manufacturing Practices (GMP) conditions for advancement to first-in-humans clinical trials for molecular imaging (MI) and radioimmunotherapy (RIT) of cancer.,4.3,7.4.2,40900,40200,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University of Toronto,Toronto,"$528,747","$2,410,180",,Capital,Dr.,Raymond,M.,Reilly,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,RI-35292,"Harnessing the Power of Light: Discovering New Materials for Optoelectronics, Solar Energy Harvesting, and Biomedicine","The proposed infrastructure is for the core instrumentation for developing a state of the art photonics materials research program that will attract/cultivate collaborators from Ontario, and abroad. The instrumentation is essential to engineering new, high performance, photonic materials.",5.5,7.6,12800,99999,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,Queen's University,Kingston,"$130,000","$700,543",,Capital,Dr.,Kevin,,Stamplecoskie,Not Applicable
Ontario Research Fund - Research Infrastructure,RI-35192,Defining and Overcoming Immunosuppression to Fight Persistent Viral Infection and Cancer,"The requested infrastructure will establish the foundation of Dr. Brooks’ laboratory; it will enable his innovative program focused on understanding how the immune system functions in response to persistent virus infections, and how this knowledge can contribute to developing anti-tumour therapies.",4,4.9,14500,14700,Small Infrastructure Fund - Round 036 - 2016 - February,12-Aug-16,University Health Network,Toronto,"$312,789","$1,320,985",,Capital,Dr.,David,,Brooks,Advanced health technologies
Ontario Research Fund - Research Infrastructure,CIIF-30023,Amélioration des infrastructures des equipments du Centre de recherche appliquée en biovalorisation.,"Ce projet a pour objectifs de permettre l'acquisition de trois nouveaux equipements et de proceder a la modification de certaines infrastructures pour accueillir ces equipements. Ce projet contribuera a accroitre le soutien deja offert aux entreprises. Les projets realises auront un impact significatif sur l'augmentation de la capacite des entreprises, leur competitivite et la creation d'emplois.",10,N/A,14700,14500,College Industry Innovation Fund - Round 001 - Stream 1,25-Jun-12,La Cité Collégiale,Ottawa,"$250,044","$1,125,887","Biotechnologie, biovalorisation, biofermentation, amelioration genetique, marqueurs, biogaz, ,produits naturels, extractions, analyses, cultures cellulaires.",Capital,Dr.,Michel,,Caron,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,CIIF-30146,Establishing the Centre for Healthcare Interoperability and Emerging Technologies,"We propose to establish a Centre for Healthcare Interoperability and Emerging Technologies, which will serve two core functions. The Centre will facilitate systems integration and interoperability between healthcare systems and software within a provincial Electronic Health Records System (EHRS). The environment will also function as an evaluation and demonstration lab for enabling the use of leading edge software and natural user interface devices within a healthcare enterprise.",7.6.3,4,11800,40000,College Industry Innovation Fund - Round 001 - Stream 1,25-Jun-12,Mohawk College of Applied Arts and Technology,Hamilton,"$800,000","$3,600,000","Services Oriented, Enterprise Architecture, Interoperability, Mobile, Standards, Healthcare, eHealth Technologies, Integration, Testing",Capital,,Duane,,Bender,Advanced health technologies
Ontario Research Fund - Research Infrastructure,CIIF-30095,Applied Technologies for Removal of Trace Elements,"This infrastructure will facilitate the development and advancement of biologically based treatment systems for the immobilization and removal of toxic trace elements in water.  The optimization and commercialization of this technology will allow for a low-cost, high efficiency, and practical means of removing hazardous contaminants from water.",3,3.2,10001,99999,College Industry Innovation Fund - Round 001 - Stream 1,25-Jun-12,Fleming College of Applied Arts and Technology,Peterborough,"$798,414","$3,596,443","Water treatment technology, anaerobic bioreactors, trace elements removal, bioremediation, metals, biological treatment systems, analytical laboratory equipment",Capital,,Brent,,Wooton,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,CIIF-30163,"Canadian Food and Wine Institute: Niagara Food, Culinary and Beverage Innovation Centre","Ontario is one of the largest food and beverage processing jurisdictions in North America (>$32 billion/yr in sales, 114,000 jobs).  Niagara College will support innovation in this field by pairing researchers and students with industry, giving them the tools and equipment to stimulate commercialization in this critical sector of the economy.",7.10,4.5,15000,5000,College Industry Innovation Fund - Round 001 - Stream 1,25-Jun-12,Niagara College of Applied Arts and Technology,Niagara-on-the-Lake,"$678,510","$3,055,565","Food Safety, Sustainability, Competitiveness, Productivity, Culinary Innovation, Consumer Research, Entrepreneurship, Nutrition, Economic Revitalization.",Capital,,Natalee,,Tokar,Advanced health technologies
Ontario Research Fund - Research Infrastructure,CIIF-30487,Green Homes,"Access to proven technologies is a competitive advantage to small- and medium-sized enterprises (SMEs), which require technologies to be evaluated, prototyped, and tested, both in laboratory and field settings, before they can be brought to market. George Brown College (GBC) seeks ORF funding to establish the Green Homes Lab, to facilitate an applied research and technology development initiative focusing on addressing this innovation gap and catalyzing the economic development of SMEs in the residential construction/renovation sector in Ontario. This initiative comprises two themes; 1) Development of Novel Building Retrofit Materials and Methods, and 2) Development of ""Smart"" Building Automation, Sensor and Control System Technologies.",2.2,5,11100,11600,College Industry Innovation Fund - Round 001 - Stream 2,25-Jun-12,George Brown College of Applied Arts and Technology,Toronto,"$762,041","$3,438,717","Construction Materials, Engineering, Environmental Protection Planning, Green Technology, Prototyping and Testing, Sustainable Buildings",Capital,Dr.,Robert,,Luke,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,CIIF-31634,Open Solar Inverter Test Facility,St. Lawrence College will develop an outdoor solar inverter test facility for product improvement and performance verification. The facility will engage college students and faculty in industry led projects and support increase in the productivity and competitiveness of local and regional companies.,5.5,5.7,11400,11600,College Industry Innovation Fund - Round 002 - Stream 1,10-Oct-13,St. Lawrence River Institute of Environmental Sciences,Cornwall,"$196,000","$882,120","Energy , Renewable, Sustainable, Integration, Electric, Inverter, Testing, Solar, Grid, Capacity",Capital,,Cam,,McEachern,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,CIIF-31566,Centre for Rapid Prototyping and Additive Manufacturing,The proposed Centre for Rapid Prototyping and Additive Manufacturing will investigate the use of laser sintering of powdered metals in manufacturing applications. Consortium partners will work with Mohawk College to evaluate the competitive design and manufacturing advantages offered by the technology.,7,7.1,10000,10800,College Industry Innovation Fund - Round 002 - Stream 1,10-Oct-13,Mohawk College of Applied Arts and Technology,Hamilton,"$720,760","$3,564,541","building sciences, building analytics, building operations, business collaboration, business innovation, construction engineering, architecture, applied research, sustainability, energy efficiency,",Capital,,Tony,,Thoma,Not Applicable
Ontario Research Fund - Research Infrastructure,CIIF-31583,Integrated 2D/3D Production Workflow for the Screen-based Industries,Academic researchers working together with industry partners at Sheridan College’s Screen Industries Research and Training Centre will gain access to infrastructure to enable collaborative innovation technology development within the province’s screen-based cluster.,7.1,7.14,20600,5000,College Industry Innovation Fund - Round 002 - Stream 1,10-Oct-13,Sheridan College Institute of Technology and Advanced Learning,Oakville,"$800,000","$3,600,000","Workflow, media, collaboration, metadata, cinema, interactive media, stereoscopic, visualization",Capital,Dr.,John,,Helliker,Pharmaceutical research and manufacturing
Ontario Research Fund - Research Infrastructure,CIIF-31624,GBC Research Labs: Interprofessional Health Technology Development and Assessment,"The health care system faces increaded demands from an aging population, technological advancement, new patient-centred distributed care models and fiscal restraints. A strategic priority of George Brown College's (GBC) Strategy 2020 vision is to take a leadership role in Canada's interprofessional healthcare innovation agenda acorss all continuums, through training, partnership development and applied research. GBC Research Labs in Interprofessional Health Techonology Development and Assessment (GBC Research Labs) will meet this need through a program of research-driven technology development that supports innovation in Ontario across the continuum of care from clinic to hospital to the home. Research outcomes will include designing and prototyping products, processes and services for use in both clinical and home care settings, reducing the risk of infection while increasing system efficiency and patient mobility, safety, independence and healthy living. The research will support Ontario SMEs at all stages of technology development to enable industry to produce products that increase competitiveness, market penetration, economic development, and innovation capacity.",4.9,4.2,40001,42300,College Industry Innovation Fund - Round 002 - Stream 1,10-Oct-13,George Brown College of Applied Arts and Technology,Toronto,"$800,000","$3,606,778","Interprofessional Healthcare, Healthcare Devices, Health Information Systems, Health Technology Development, Assistive Devices, Orthotics, Prosthetics, Prototype Development",Capital,Dr.,Cory,,Ross,Advanced health technologies
Ontario Research Fund - Research Infrastructure,CIIF-31558,Amélioration des infrastructures de recherche du Centre de recherche appliquée en biovalorisation,"Ce projet vise à accroître le soutien déjà offert aux entreprises en permettant  l’acquisition de neuf nouveaux équipements et la modification de certaines infrastructures pour accueillir ces équipements. Les projets réalisés grâce à l’amélioration des infrastructures auront un impact significatif sur l’augmentation de la capacité des entreprises, leur compétitivité et la création d’emplois.",10,N/A,14700,14400,College Industry Innovation Fund - Round 002 - Stream 1,10-Oct-13,La Cité Collégiale,Ottawa,"$262,638","$1,191,932","Biotechnologie, bio fermentation, aliments, microbiologie, oxydation des lipides, biovalorisation",Capital,Dr.,Michel,,Caron,Advanced health technologies
Ontario Research Fund - Research Infrastructure,CIIF-31623,Enhancing the Building Industry through Analytics and Next Generation Collaboration,"Algonquin College, in collaboration with the Construction sector, will research, develop and implement industry-specific digital and virtual technologies to enhance the design, build, operate and renew phases of the construction industry and to train Highly Qualified Personnel (HQP) to address current shortages.",2.2,7.1,10100,11800,College Industry Innovation Fund - Round 002 - Stream 1,10-Oct-13,Algonquin College,Ottawa,"$800,000","$4,763,712","Energy , Renewable, Sustainable, Integration, Electric, Inverter, Testing, Solar, Grid, Capacity",Capital,,John,Mark,Hoddenbagh,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,CIIF-32793,Centre for Smart Manufacturing,The Centre for Smart Manufacturing will be equipped with integral technologies to enable applied research opportunities for manufacturers seeking to innovate products and processes in areas of High-Performance Manufacturing and Information & Computer Technology Enabled Technologies.,7.2,7.6.3,11200,11600,College Industry Innovation Fund - Round 002 - Stream 2,14-Nov-14,Conestoga College Institute of Technology and Advanced Learning,Kitchener,"$800,000","$3,607,400","Additive Manufacturing, raid Prototyping, eManufacturing, Powder Metallurgy, Laser Sintering, Clean Technology, Digital manufacturing",Capital,Dr.,Gregory,,Robertson,Pharmaceutical research and manufacturing
Ontario Research Fund - Research Infrastructure,CIIF-34547,Advanced Multi-material Additive Manufacturing: Product and Process Innovation,Specialized equipment for multi-mal erial additive manufacturing research complementing Sheridan's world-class Centre for Advanced Manufacturing and Design Technologies will offer unprecedenled opportunity to Ontario's manufacturing sector resulting in increased know-how and economic benefit.,7.2,7.1,10800,11100,College Industry Innovation Fund - Round 003 - Stream 1,26-Feb-16,Sheridan College Institute of Technology and Advanced Learning,Oakville,"$763,183","$3,434,511","Building Information Modelling (BIM), Construction, BIM Adoption, BIM Protocols, LiDAR Technology, Visualization, Energy Modelling, Mobile Technologies, Architecture, Design",Capital,Dr.,Farzad,,Rayegani,Not Applicable
